staff_ID,pilot_staff,week_date,month_date,week_num,month_num,month_name,pilot_staff_wk_compl,pilot_staff_mo_compl,staff_wk_compl,staff_mo_compl
3,Non-Pilot,2025-05-26,2025-05-01,21,5,May,80.72289156626506,80.59415428845233,100,83.6734693877551
4,Pilot,2025-03-03,2025-03-01,9,3,Mar,79.66101694915254,82.62411347517731,80,85.71428571428571
4,Pilot,2025-03-10,2025-03-01,10,3,Mar,82.6086956521739,82.62411347517731,100,85.71428571428571
4,Pilot,2025-03-17,2025-03-01,11,3,Mar,78.78787878787878,82.62411347517731,66.66666666666666,85.71428571428571
4,Pilot,2025-03-24,2025-03-01,12,3,Mar,90.27777777777779,82.62411347517731,100,85.71428571428571
4,Pilot,2025-03-31,2025-04-01,13,4,Apr,75.92592592592592,83.76383763837639,100,87.5
4,Pilot,2025-04-07,2025-04-01,14,4,Apr,82.6923076923077,83.76383763837639,66.66666666666666,87.5
4,Pilot,2025-04-14,2025-04-01,15,4,Apr,87.2340425531915,83.76383763837639,100,87.5
4,Pilot,2025-04-21,2025-04-01,16,4,Apr,86.58536585365853,83.76383763837639,80,87.5
4,Pilot,2025-04-28,2025-04-01,17,4,Apr,84.93150684931507,83.76383763837639,100,87.5
4,Pilot,2025-05-05,2025-05-01,18,5,May,86.04651162790698,83.88059701492537,100,91.66666666666666
4,Pilot,2025-05-12,2025-05-01,19,5,May,79.56989247311827,83.88059701492537,100,91.66666666666666
4,Pilot,2025-05-19,2025-05-01,20,5,May,90,83.88059701492537,100,91.66666666666666
4,Pilot,2025-05-26,2025-05-01,21,5,May,78.46153846153847,83.88059701492537,75,91.66666666666666
5,Non-Pilot,2025-04-14,2025-04-01,15,4,Apr,79.21052631578948,81.87435633367663,100,50
5,Non-Pilot,2025-04-21,2025-04-01,16,4,Apr,83.22147651006712,81.87435633367663,0,50
6,Non-Pilot,2025-03-03,2025-03-01,9,3,Mar,83.67816091954023,82.44186046511628,78.57142857142857,89.36170212765957
6,Non-Pilot,2025-03-10,2025-03-01,10,3,Mar,82.46575342465754,82.44186046511628,100,89.36170212765957
6,Non-Pilot,2025-03-17,2025-03-01,11,3,Mar,82.55528255528255,82.44186046511628,90.9090909090909,89.36170212765957
6,Non-Pilot,2025-03-24,2025-03-01,12,3,Mar,81.29496402877699,82.44186046511628,93.33333333333333,89.36170212765957
6,Non-Pilot,2025-03-31,2025-03-01,13,3,Mar,81.75824175824175,82.44186046511628,100,89.36170212765957
6,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.75824175824175,81.87435633367663,100,90.9090909090909
6,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,85.1063829787234,81.87435633367663,90.9090909090909,90.9090909090909
6,Non-Pilot,2025-04-14,2025-04-01,15,4,Apr,79.21052631578948,81.87435633367663,100,90.9090909090909
6,Non-Pilot,2025-04-21,2025-04-01,16,4,Apr,83.22147651006712,81.87435633367663,88.88888888888889,90.9090909090909
6,Non-Pilot,2025-04-28,2025-04-01,17,4,Apr,79.96031746031747,81.87435633367663,83.33333333333334,90.9090909090909
6,Non-Pilot,2025-04-28,2025-05-01,17,5,May,79.96031746031747,80.59415428845233,83.33333333333334,84.44444444444444
6,Non-Pilot,2025-05-05,2025-05-01,18,5,May,81.0909090909091,80.59415428845233,81.81818181818183,84.44444444444444
6,Non-Pilot,2025-05-12,2025-05-01,19,5,May,80.80357142857143,80.59415428845233,73.33333333333333,84.44444444444444
6,Non-Pilot,2025-05-19,2025-05-01,20,5,May,79.32405566600397,80.59415428845233,93.33333333333333,84.44444444444444
8,Non-Pilot,2025-03-03,2025-03-01,9,3,Mar,83.67816091954023,82.44186046511628,100,92.85714285714286
8,Non-Pilot,2025-03-10,2025-03-01,10,3,Mar,82.46575342465754,82.44186046511628,100,92.85714285714286
8,Non-Pilot,2025-03-24,2025-03-01,12,3,Mar,81.29496402877699,82.44186046511628,75,92.85714285714286
8,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.75824175824175,81.87435633367663,100,100
8,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,85.1063829787234,81.87435633367663,100,100
8,Non-Pilot,2025-04-14,2025-04-01,15,4,Apr,79.21052631578948,81.87435633367663,100,100
8,Non-Pilot,2025-04-21,2025-04-01,16,4,Apr,83.22147651006712,81.87435633367663,100,100
8,Non-Pilot,2025-04-28,2025-04-01,17,4,Apr,79.96031746031747,81.87435633367663,100,100
8,Non-Pilot,2025-05-05,2025-05-01,18,5,May,81.0909090909091,80.59415428845233,100,100
8,Non-Pilot,2025-05-12,2025-05-01,19,5,May,80.80357142857143,80.59415428845233,100,100
8,Non-Pilot,2025-05-19,2025-05-01,20,5,May,79.32405566600397,80.59415428845233,100,100
8,Non-Pilot,2025-05-26,2025-05-01,21,5,May,80.72289156626506,80.59415428845233,100,100
9,Non-Pilot,2025-03-03,2025-03-01,9,3,Mar,83.67816091954023,82.44186046511628,50,50
9,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.75824175824175,81.87435633367663,100,89.79591836734694
9,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,85.1063829787234,81.87435633367663,77.77777777777779,89.79591836734694
9,Non-Pilot,2025-04-14,2025-04-01,15,4,Apr,79.21052631578948,81.87435633367663,100,89.79591836734694
9,Non-Pilot,2025-04-21,2025-04-01,16,4,Apr,83.22147651006712,81.87435633367663,100,89.79591836734694
9,Non-Pilot,2025-04-28,2025-04-01,17,4,Apr,79.96031746031747,81.87435633367663,76.92307692307693,89.79591836734694
9,Non-Pilot,2025-04-28,2025-05-01,17,5,May,79.96031746031747,80.59415428845233,76.92307692307693,85.29411764705883
9,Non-Pilot,2025-05-05,2025-05-01,18,5,May,81.0909090909091,80.59415428845233,77.77777777777779,85.29411764705883
9,Non-Pilot,2025-05-12,2025-05-01,19,5,May,80.80357142857143,80.59415428845233,100,85.29411764705883
9,Non-Pilot,2025-05-19,2025-05-01,20,5,May,79.32405566600397,80.59415428845233,66.66666666666666,85.29411764705883
9,Non-Pilot,2025-05-26,2025-05-01,21,5,May,80.72289156626506,80.59415428845233,83.33333333333334,85.29411764705883
10,Pilot,2025-03-03,2025-03-01,9,3,Mar,79.66101694915254,82.62411347517731,40,73.91304347826086
10,Pilot,2025-03-10,2025-03-01,10,3,Mar,82.6086956521739,82.62411347517731,80,73.91304347826086
10,Pilot,2025-03-17,2025-03-01,11,3,Mar,78.78787878787878,82.62411347517731,66.66666666666666,73.91304347826086
10,Pilot,2025-03-24,2025-03-01,12,3,Mar,90.27777777777779,82.62411347517731,88.88888888888889,73.91304347826086
10,Pilot,2025-03-31,2025-03-01,13,3,Mar,75.92592592592592,82.62411347517731,66.66666666666666,73.91304347826086
10,Pilot,2025-03-31,2025-04-01,13,4,Apr,75.92592592592592,83.76383763837639,66.66666666666666,73.07692307692307
10,Pilot,2025-04-07,2025-04-01,14,4,Apr,82.6923076923077,83.76383763837639,50,73.07692307692307
10,Pilot,2025-04-14,2025-04-01,15,4,Apr,87.2340425531915,83.76383763837639,80,73.07692307692307
10,Pilot,2025-04-21,2025-04-01,16,4,Apr,86.58536585365853,83.76383763837639,83.33333333333334,73.07692307692307
10,Pilot,2025-04-28,2025-04-01,17,4,Apr,84.93150684931507,83.76383763837639,85.71428571428571,73.07692307692307
10,Pilot,2025-04-28,2025-05-01,17,5,May,84.93150684931507,83.88059701492537,85.71428571428571,65.38461538461539
10,Pilot,2025-05-05,2025-05-01,18,5,May,86.04651162790698,83.88059701492537,66.66666666666666,65.38461538461539
10,Pilot,2025-05-12,2025-05-01,19,5,May,79.56989247311827,83.88059701492537,80,65.38461538461539
10,Pilot,2025-05-19,2025-05-01,20,5,May,90,83.88059701492537,60,65.38461538461539
10,Pilot,2025-05-26,2025-05-01,21,5,May,78.46153846153847,83.88059701492537,50,65.38461538461539
11,Non-Pilot,2025-03-03,2025-03-01,9,3,Mar,83.67816091954023,82.44186046511628,50,62.857142857142854
11,Non-Pilot,2025-03-10,2025-03-01,10,3,Mar,82.46575342465754,82.44186046511628,50,62.857142857142854
11,Non-Pilot,2025-03-17,2025-03-01,11,3,Mar,82.55528255528255,82.44186046511628,72.72727272727273,62.857142857142854
11,Non-Pilot,2025-03-24,2025-03-01,12,3,Mar,81.29496402877699,82.44186046511628,66.66666666666666,62.857142857142854
11,Non-Pilot,2025-03-31,2025-03-01,13,3,Mar,81.75824175824175,82.44186046511628,53.333333333333336,62.857142857142854
11,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.75824175824175,81.87435633367663,53.333333333333336,62.745098039215684
11,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,85.1063829787234,81.87435633367663,78.57142857142857,62.745098039215684
11,Non-Pilot,2025-04-14,2025-04-01,15,4,Apr,79.21052631578948,81.87435633367663,50,62.745098039215684
11,Non-Pilot,2025-04-21,2025-04-01,16,4,Apr,83.22147651006712,81.87435633367663,50,62.745098039215684
11,Non-Pilot,2025-04-28,2025-04-01,17,4,Apr,79.96031746031747,81.87435633367663,91.66666666666666,62.745098039215684
11,Non-Pilot,2025-04-28,2025-05-01,17,5,May,79.96031746031747,80.59415428845233,91.66666666666666,63.934426229508205
11,Non-Pilot,2025-05-05,2025-05-01,18,5,May,81.0909090909091,80.59415428845233,66.66666666666666,63.934426229508205
11,Non-Pilot,2025-05-12,2025-05-01,19,5,May,80.80357142857143,80.59415428845233,40,63.934426229508205
11,Non-Pilot,2025-05-19,2025-05-01,20,5,May,79.32405566600397,80.59415428845233,54.54545454545454,63.934426229508205
11,Non-Pilot,2025-05-26,2025-05-01,21,5,May,80.72289156626506,80.59415428845233,70.58823529411765,63.934426229508205
12,Non-Pilot,2025-03-03,2025-03-01,9,3,Mar,83.67816091954023,82.44186046511628,66.66666666666666,83.33333333333334
12,Non-Pilot,2025-03-10,2025-03-01,10,3,Mar,82.46575342465754,82.44186046511628,100,83.33333333333334
12,Non-Pilot,2025-03-17,2025-03-01,11,3,Mar,82.55528255528255,82.44186046511628,75,83.33333333333334
12,Non-Pilot,2025-03-24,2025-03-01,12,3,Mar,81.29496402877699,82.44186046511628,100,83.33333333333334
12,Non-Pilot,2025-03-31,2025-03-01,13,3,Mar,81.75824175824175,82.44186046511628,66.66666666666666,83.33333333333334
12,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,85.1063829787234,81.87435633367663,100,100
12,Non-Pilot,2025-04-14,2025-04-01,15,4,Apr,79.21052631578948,81.87435633367663,100,100
12,Non-Pilot,2025-04-21,2025-04-01,16,4,Apr,83.22147651006712,81.87435633367663,100,100
12,Non-Pilot,2025-04-28,2025-04-01,17,4,Apr,79.96031746031747,81.87435633367663,100,100
12,Non-Pilot,2025-05-05,2025-05-01,18,5,May,81.0909090909091,80.59415428845233,100,100
12,Non-Pilot,2025-05-12,2025-05-01,19,5,May,80.80357142857143,80.59415428845233,100,100
12,Non-Pilot,2025-05-19,2025-05-01,20,5,May,79.32405566600397,80.59415428845233,100,100
12,Non-Pilot,2025-05-26,2025-05-01,21,5,May,80.72289156626506,80.59415428845233,100,100
13,Non-Pilot,2025-03-03,2025-03-01,9,3,Mar,83.67816091954023,82.44186046511628,50,95.65217391304348
13,Non-Pilot,2025-03-10,2025-03-01,10,3,Mar,82.46575342465754,82.44186046511628,100,95.65217391304348
13,Non-Pilot,2025-03-17,2025-03-01,11,3,Mar,82.55528255528255,82.44186046511628,100,95.65217391304348
13,Non-Pilot,2025-03-24,2025-03-01,12,3,Mar,81.29496402877699,82.44186046511628,100,95.65217391304348
13,Non-Pilot,2025-03-31,2025-03-01,13,3,Mar,81.75824175824175,82.44186046511628,100,95.65217391304348
13,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.75824175824175,81.87435633367663,100,100
13,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,85.1063829787234,81.87435633367663,100,100
13,Non-Pilot,2025-04-14,2025-04-01,15,4,Apr,79.21052631578948,81.87435633367663,100,100
13,Non-Pilot,2025-04-21,2025-04-01,16,4,Apr,83.22147651006712,81.87435633367663,100,100
14,Non-Pilot,2025-03-03,2025-03-01,9,3,Mar,83.67816091954023,82.44186046511628,100,83.33333333333334
14,Non-Pilot,2025-03-10,2025-03-01,10,3,Mar,82.46575342465754,82.44186046511628,60,83.33333333333334
14,Non-Pilot,2025-03-17,2025-03-01,11,3,Mar,82.55528255528255,82.44186046511628,71.42857142857143,83.33333333333334
14,Non-Pilot,2025-03-24,2025-03-01,12,3,Mar,81.29496402877699,82.44186046511628,100,83.33333333333334
14,Non-Pilot,2025-03-31,2025-03-01,13,3,Mar,81.75824175824175,82.44186046511628,100,83.33333333333334
14,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,85.1063829787234,81.87435633367663,100,93.33333333333333
14,Non-Pilot,2025-04-14,2025-04-01,15,4,Apr,79.21052631578948,81.87435633367663,100,93.33333333333333
14,Non-Pilot,2025-04-21,2025-04-01,16,4,Apr,83.22147651006712,81.87435633367663,100,93.33333333333333
14,Non-Pilot,2025-04-28,2025-04-01,17,4,Apr,79.96031746031747,81.87435633367663,50,93.33333333333333
14,Non-Pilot,2025-04-28,2025-05-01,17,5,May,79.96031746031747,80.59415428845233,50,87.5
14,Non-Pilot,2025-05-05,2025-05-01,18,5,May,81.0909090909091,80.59415428845233,100,87.5
14,Non-Pilot,2025-05-12,2025-05-01,19,5,May,80.80357142857143,80.59415428845233,100,87.5
14,Non-Pilot,2025-05-19,2025-05-01,20,5,May,79.32405566600397,80.59415428845233,85.71428571428571,87.5
14,Non-Pilot,2025-05-26,2025-05-01,21,5,May,80.72289156626506,80.59415428845233,60,87.5
15,Non-Pilot,2025-03-03,2025-03-01,9,3,Mar,83.67816091954023,82.44186046511628,100,83.33333333333334
15,Non-Pilot,2025-03-10,2025-03-01,10,3,Mar,82.46575342465754,82.44186046511628,66.66666666666666,83.33333333333334
15,Non-Pilot,2025-03-17,2025-03-01,11,3,Mar,82.55528255528255,82.44186046511628,100,83.33333333333334
15,Non-Pilot,2025-03-24,2025-03-01,12,3,Mar,81.29496402877699,82.44186046511628,50,83.33333333333334
15,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,85.1063829787234,81.87435633367663,100,100
15,Non-Pilot,2025-04-14,2025-04-01,15,4,Apr,79.21052631578948,81.87435633367663,100,100
15,Non-Pilot,2025-04-21,2025-04-01,16,4,Apr,83.22147651006712,81.87435633367663,100,100
15,Non-Pilot,2025-04-28,2025-04-01,17,4,Apr,79.96031746031747,81.87435633367663,100,100
15,Non-Pilot,2025-04-28,2025-05-01,17,5,May,79.96031746031747,80.59415428845233,100,94.73684210526315
15,Non-Pilot,2025-05-05,2025-05-01,18,5,May,81.0909090909091,80.59415428845233,85.71428571428571,94.73684210526315
15,Non-Pilot,2025-05-12,2025-05-01,19,5,May,80.80357142857143,80.59415428845233,100,94.73684210526315
15,Non-Pilot,2025-05-19,2025-05-01,20,5,May,79.32405566600397,80.59415428845233,100,94.73684210526315
15,Non-Pilot,2025-05-26,2025-05-01,21,5,May,80.72289156626506,80.59415428845233,100,94.73684210526315
16,Non-Pilot,2025-03-03,2025-03-01,9,3,Mar,83.67816091954023,82.44186046511628,62.5,60
16,Non-Pilot,2025-03-10,2025-03-01,10,3,Mar,82.46575342465754,82.44186046511628,60,60
16,Non-Pilot,2025-03-17,2025-03-01,11,3,Mar,82.55528255528255,82.44186046511628,62.5,60
16,Non-Pilot,2025-03-24,2025-03-01,12,3,Mar,81.29496402877699,82.44186046511628,50,60
16,Non-Pilot,2025-03-31,2025-03-01,13,3,Mar,81.75824175824175,82.44186046511628,64.28571428571429,60
16,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.75824175824175,81.87435633367663,64.28571428571429,70.45454545454545
16,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,85.1063829787234,81.87435633367663,81.81818181818183,70.45454545454545
16,Non-Pilot,2025-04-14,2025-04-01,15,4,Apr,79.21052631578948,81.87435633367663,58.333333333333336,70.45454545454545
16,Non-Pilot,2025-04-21,2025-04-01,16,4,Apr,83.22147651006712,81.87435633367663,77.77777777777779,70.45454545454545
16,Non-Pilot,2025-05-19,2025-05-01,20,5,May,79.32405566600397,80.59415428845233,77.77777777777779,80.76923076923077
16,Non-Pilot,2025-05-26,2025-05-01,21,5,May,80.72289156626506,80.59415428845233,87.5,80.76923076923077
17,Non-Pilot,2025-03-03,2025-03-01,9,3,Mar,83.67816091954023,82.44186046511628,100,86.95652173913044
17,Non-Pilot,2025-03-10,2025-03-01,10,3,Mar,82.46575342465754,82.44186046511628,87.5,86.95652173913044
17,Non-Pilot,2025-03-17,2025-03-01,11,3,Mar,82.55528255528255,82.44186046511628,75,86.95652173913044
17,Non-Pilot,2025-03-24,2025-03-01,12,3,Mar,81.29496402877699,82.44186046511628,90.9090909090909,86.95652173913044
17,Non-Pilot,2025-03-31,2025-03-01,13,3,Mar,81.75824175824175,82.44186046511628,100,86.95652173913044
17,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.75824175824175,81.87435633367663,100,88.09523809523809
17,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,85.1063829787234,81.87435633367663,80,88.09523809523809
17,Non-Pilot,2025-04-14,2025-04-01,15,4,Apr,79.21052631578948,81.87435633367663,100,88.09523809523809
17,Non-Pilot,2025-04-21,2025-04-01,16,4,Apr,83.22147651006712,81.87435633367663,92.3076923076923,88.09523809523809
17,Non-Pilot,2025-04-28,2025-04-01,17,4,Apr,79.96031746031747,81.87435633367663,84.61538461538461,88.09523809523809
17,Non-Pilot,2025-04-28,2025-05-01,17,5,May,79.96031746031747,80.59415428845233,84.61538461538461,94.73684210526315
17,Non-Pilot,2025-05-05,2025-05-01,18,5,May,81.0909090909091,80.59415428845233,100,94.73684210526315
17,Non-Pilot,2025-05-12,2025-05-01,19,5,May,80.80357142857143,80.59415428845233,100,94.73684210526315
17,Non-Pilot,2025-05-19,2025-05-01,20,5,May,79.32405566600397,80.59415428845233,100,94.73684210526315
17,Non-Pilot,2025-05-26,2025-05-01,21,5,May,80.72289156626506,80.59415428845233,80,94.73684210526315
20,Non-Pilot,2025-03-03,2025-03-01,9,3,Mar,83.67816091954023,82.44186046511628,100,93.22033898305084
20,Non-Pilot,2025-03-10,2025-03-01,10,3,Mar,82.46575342465754,82.44186046511628,100,93.22033898305084
20,Non-Pilot,2025-03-17,2025-03-01,11,3,Mar,82.55528255528255,82.44186046511628,93.75,93.22033898305084
20,Non-Pilot,2025-03-24,2025-03-01,12,3,Mar,81.29496402877699,82.44186046511628,87.5,93.22033898305084
20,Non-Pilot,2025-03-31,2025-03-01,13,3,Mar,81.75824175824175,82.44186046511628,86.66666666666667,93.22033898305084
20,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.75824175824175,81.87435633367663,86.66666666666667,86
20,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,85.1063829787234,81.87435633367663,92.3076923076923,86
20,Non-Pilot,2025-04-14,2025-04-01,15,4,Apr,79.21052631578948,81.87435633367663,60,86
20,Non-Pilot,2025-04-21,2025-04-01,16,4,Apr,83.22147651006712,81.87435633367663,90,86
20,Non-Pilot,2025-04-28,2025-04-01,17,4,Apr,79.96031746031747,81.87435633367663,85.71428571428571,86
20,Non-Pilot,2025-05-05,2025-05-01,18,5,May,81.0909090909091,80.59415428845233,84.61538461538461,88.88888888888889
20,Non-Pilot,2025-05-12,2025-05-01,19,5,May,80.80357142857143,80.59415428845233,100,88.88888888888889
20,Non-Pilot,2025-05-19,2025-05-01,20,5,May,79.32405566600397,80.59415428845233,88.88888888888889,88.88888888888889
20,Non-Pilot,2025-05-26,2025-05-01,21,5,May,80.72289156626506,80.59415428845233,83.33333333333334,88.88888888888889
22,Non-Pilot,2025-03-03,2025-03-01,9,3,Mar,83.67816091954023,82.44186046511628,91.66666666666666,85.18518518518519
22,Non-Pilot,2025-03-10,2025-03-01,10,3,Mar,82.46575342465754,82.44186046511628,75,85.18518518518519
22,Non-Pilot,2025-03-24,2025-03-01,12,3,Mar,81.29496402877699,82.44186046511628,81.81818181818183,85.18518518518519
22,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.75824175824175,81.87435633367663,100,96.42857142857143
22,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,85.1063829787234,81.87435633367663,100,96.42857142857143
22,Non-Pilot,2025-04-14,2025-04-01,15,4,Apr,79.21052631578948,81.87435633367663,100,96.42857142857143
22,Non-Pilot,2025-04-21,2025-04-01,16,4,Apr,83.22147651006712,81.87435633367663,100,96.42857142857143
22,Non-Pilot,2025-04-28,2025-04-01,17,4,Apr,79.96031746031747,81.87435633367663,90,96.42857142857143
24,Pilot,2025-03-03,2025-03-01,9,3,Mar,79.66101694915254,82.62411347517731,75,76.47058823529412
24,Pilot,2025-03-10,2025-03-01,10,3,Mar,82.6086956521739,82.62411347517731,77.77777777777779,76.47058823529412
24,Pilot,2025-04-21,2025-04-01,16,4,Apr,86.58536585365853,83.76383763837639,66.66666666666666,50
24,Pilot,2025-04-28,2025-04-01,17,4,Apr,84.93150684931507,83.76383763837639,33.33333333333333,50
24,Pilot,2025-04-28,2025-05-01,17,5,May,84.93150684931507,83.88059701492537,33.33333333333333,84.375
24,Pilot,2025-05-05,2025-05-01,18,5,May,86.04651162790698,83.88059701492537,100,84.375
24,Pilot,2025-05-12,2025-05-01,19,5,May,79.56989247311827,83.88059701492537,76.92307692307693,84.375
24,Pilot,2025-05-19,2025-05-01,20,5,May,90,83.88059701492537,88.88888888888889,84.375
24,Pilot,2025-05-26,2025-05-01,21,5,May,78.46153846153847,83.88059701492537,100,84.375
25,Pilot,2025-03-03,2025-03-01,9,3,Mar,79.66101694915254,82.62411347517731,100,100
25,Pilot,2025-03-24,2025-03-01,12,3,Mar,90.27777777777779,82.62411347517731,100,100
25,Pilot,2025-04-28,2025-04-01,17,4,Apr,84.93150684931507,83.76383763837639,100,100
27,Non-Pilot,2025-03-03,2025-03-01,9,3,Mar,83.67816091954023,82.44186046511628,75,66.66666666666666
27,Non-Pilot,2025-03-10,2025-03-01,10,3,Mar,82.46575342465754,82.44186046511628,50,66.66666666666666
27,Non-Pilot,2025-03-17,2025-03-01,11,3,Mar,82.55528255528255,82.44186046511628,75,66.66666666666666
27,Non-Pilot,2025-03-24,2025-03-01,12,3,Mar,81.29496402877699,82.44186046511628,50,66.66666666666666
27,Non-Pilot,2025-03-31,2025-03-01,13,3,Mar,81.75824175824175,82.44186046511628,75,66.66666666666666
27,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.75824175824175,81.87435633367663,75,85.71428571428571
27,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,85.1063829787234,81.87435633367663,75,85.71428571428571
27,Non-Pilot,2025-04-14,2025-04-01,15,4,Apr,79.21052631578948,81.87435633367663,100,85.71428571428571
27,Non-Pilot,2025-04-21,2025-04-01,16,4,Apr,83.22147651006712,81.87435633367663,90.9090909090909,85.71428571428571
27,Non-Pilot,2025-04-28,2025-04-01,17,4,Apr,79.96031746031747,81.87435633367663,75,85.71428571428571
27,Non-Pilot,2025-05-05,2025-05-01,18,5,May,81.0909090909091,80.59415428845233,100,85
27,Non-Pilot,2025-05-12,2025-05-01,19,5,May,80.80357142857143,80.59415428845233,90.9090909090909,85
27,Non-Pilot,2025-05-19,2025-05-01,20,5,May,79.32405566600397,80.59415428845233,73.33333333333333,85
27,Non-Pilot,2025-05-26,2025-05-01,21,5,May,80.72289156626506,80.59415428845233,87.5,85
28,Non-Pilot,2025-03-03,2025-03-01,9,3,Mar,83.67816091954023,82.44186046511628,87.5,88.88888888888889
28,Non-Pilot,2025-03-10,2025-03-01,10,3,Mar,82.46575342465754,82.44186046511628,83.33333333333334,88.88888888888889
28,Non-Pilot,2025-03-17,2025-03-01,11,3,Mar,82.55528255528255,82.44186046511628,92.3076923076923,88.88888888888889
28,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.75824175824175,81.87435633367663,80,78.04878048780488
28,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,85.1063829787234,81.87435633367663,70,78.04878048780488
28,Non-Pilot,2025-04-14,2025-04-01,15,4,Apr,79.21052631578948,81.87435633367663,87.5,78.04878048780488
28,Non-Pilot,2025-04-21,2025-04-01,16,4,Apr,83.22147651006712,81.87435633367663,87.5,78.04878048780488
